ANO_PROCEDIMENTO,ID_ARQUIVO,ID_LICITACAO
2023,758756,803353
2023,758759,803363
2023,758845,803319
2023,758879,803370
2023,758992,803394
2023,758994,803395
2023,759006,803396
2023,759054,803403
2023,759056,803403
2023,759057,803403
2023,759058,803403
2023,759059,803403
2023,759061,803403
2023,759062,803403
2023,759063,803403
2023,759142,803412
2023,759224,803421
2023,759226,803422
2023,759249,803430
2023,759250,803430
2023,759251,803430
2023,759252,803430
2023,769253,813305
2023,769270,813308
2023,769285,813316
2023,769294,813314
2023,769384,813321
2023,769389,813322
2023,769400,813323
2023,769431,813313
2023,769434,813313
2023,769450,813330
2023,769452,813331
2023,769495,813341
2023,769522,813349
2023,769548,793124
2023,769568,813330
2023,769569,813333
2023,769648,813373
2023,769678,813372
2023,769743,813374
2023,769750,792893
2023,769907,813422
2023,769974,813430
2023,769976,813430
2023,769978,813430
2023,769979,813430
2023,769980,813430
2023,769982,813430
2023,769986,813430
2023,769990,813430
2023,769991,813430
2023,770045,813440
2023,770046,813438
2023,770061,813449
2023,770066,813450
2023,770076,813455
2023,770077,813455
2023,770078,813455
2023,770079,813455
2023,770080,813455
2023,770081,813455
2023,770082,813455
2023,770083,813455
2023,770084,813455
2023,770103,813463
2023,770152,813471
2023,770175,813480
2023,770177,813482
2023,770192,813489
2023,770247,813391
2023,770259,813507
2023,770262,813458
2023,770308,792840
2023,770366,813524
2023,770421,813505
2023,784563,823984
2023,784576,823987
2023,784614,823995
2023,784629,824000
2023,784682,824004
2023,784821,824029
2023,784896,813581
2023,784944,824068
2023,784962,813706
2023,784965,813706
2023,784968,813706
2023,784980,824078
2023,784990,824076
2023,785013,823984
2023,785023,824085
2023,785035,824084
2023,785038,824087
2023,785039,824087
2023,785040,824087
2023,785041,824087
2023,785042,824087
2023,785043,824087
2023,785044,824087
2023,785085,824094
2023,785091,824094
2023,785093,824094
2023,785124,824101
2023,785125,824101
2023,785128,824101
2023,785129,824101
2023,785130,824101
2023,785140,824102
2023,785148,824103
2023,785245,824119
2023,771782,813717
2023,771848,813731
2023,771858,813734
2023,771903,813748
2023,771957,813756
2023,771958,813756
2023,771960,813756
2023,771961,813756
2023,771962,813756
2023,771997,813715
2023,772068,813750
2023,772102,813781
2023,772111,813781
2023,772178,813784
2023,772179,813784
2023,772248,813798
2023,772259,813800
2023,772275,813806
2023,772277,813807
2023,772292,813808
2023,772310,813371
2023,772372,813817
2023,772542,813832
2023,772597,813840
2023,772607,813842
2023,772611,813842
2023,772612,813842
2023,772638,813849
2023,772654,813851
2023,772696,813857
2023,772705,813859
2023,772838,813874
2023,772839,813874
2023,772841,813874
2023,772844,813874
2023,772845,813874
2023,772846,813874
2023,772901,813882
2023,772913,813883
2023,772939,813891
2023,772971,813800
2023,773025,813909
2023,773031,813909
2023,773039,813909
2023,773044,813909
2023,773053,813909
2023,773062,813909
2023,773067,813909
2023,773117,813914
2023,773135,813916
2023,773166,813923
2023,773169,813924
2023,773177,813925
2023,773212,813940
2023,773227,813942
2023,773231,813941
2023,773358,813958
2023,773369,813925
2023,773376,813925
2023,773377,813925
2023,783448,823820
2023,783592,823834
2023,783600,823835
2023,783602,823836
2023,783603,823836
2023,783604,823836
2023,783605,823836
2023,783606,823836
2023,783607,823836
2023,783623,823842
2023,783791,823875
2023,783802,823877
2023,783904,823892
2023,783910,823893
2023,783931,823895
2023,784138,823925
2023,784201,823936
2023,784206,823901
2023,784231,823944
2023,784254,823950
2023,784268,823951
2023,784269,823951
2023,784270,823951
2023,784271,823951
2023,784301,823959
2023,784304,823960
